LAT-Ikeja,LON-Ikeja,YEAR,MO,DY,T-MAX Ikeja,T-MIN Ikeja,RH-Ikeja,T-Ikeja 
6.61031,3.34771,1984,2,28,33.53,24.86,69.73,28.43
6.61031,3.34771,1984,2,29,32.78,25.15,70.51,28.15
6.61031,3.34771,1984,3,1,31.16,24.88,73.09,27.48
6.61031,3.34771,1984,3,2,33.11,24.31,68.85,28.23
6.61031,3.34771,1984,3,3,33.9,24.7,67.87,28.61
6.61031,3.34771,1984,3,4,32.16,25.2,74.42,27.85
6.61031,3.34771,1984,3,5,29.92,24.9,78.62,27.01
6.61031,3.34771,1984,3,6,31.5,24.61,73.35,27.76
6.61031,3.34771,1984,3,7,32.1,24.84,73.76,27.97
6.61031,3.34771,1984,3,8,31.44,24.65,77.67,27.68
6.61031,3.34771,1984,3,9,29.95,25.39,76.79,27.31
6.61031,3.34771,1984,3,10,29.47,24.58,76.81,26.61
6.61031,3.34771,1984,3,11,29.84,23.8,80.87,26.41
6.61031,3.34771,1984,3,12,30.9,24.31,77.54,26.95
6.61031,3.34771,1984,3,13,32.5,24.15,71.69,27.94
6.61031,3.34771,1984,3,14,31.14,25.01,78.18,27.54
6.61031,3.34771,1984,3,15,31.21,25.1,76.89,27.57
6.61031,3.34771,1984,3,16,32.14,24.64,73.97,27.94
6.61031,3.34771,1984,3,17,31.59,25.01,76.96,27.77
6.61031,3.34771,1984,3,18,29.71,25.35,79.53,27.05
6.61031,3.34771,1984,3,19,31.36,24.95,77.66,27.52
6.61031,3.34771,1984,3,20,28.88,25.17,84.86,26.46
6.61031,3.34771,1984,3,21,29.72,24.86,81.7,26.95
6.61031,3.34771,1984,3,22,28.8,24.94,83.48,26.52
6.61031,3.34771,1984,3,23,30.72,23.98,79.29,26.87
6.61031,3.34771,1984,3,24,29.05,24.6,83.98,26.44
6.61031,3.34771,1984,3,25,29.24,24.57,86.89,26.48
6.61031,3.34771,1984,3,26,30.36,24.91,83.59,26.93
6.61031,3.34771,1984,3,27,30.16,24.2,81.75,26.92
6.61031,3.34771,1984,3,28,30.37,24.78,79.77,27.28
6.61031,3.34771,1984,3,29,29.37,25.11,83.07,27
6.61031,3.34771,1984,3,30,29.38,25.13,83.17,26.97
6.61031,3.34771,1984,3,31,29,25.08,81.88,26.76
6.61031,3.34771,1984,4,1,29.65,24.99,81.67,26.91
6.61031,3.34771,1984,4,2,29.58,24.43,82.19,26.64
6.61031,3.34771,1984,4,3,29.57,24.8,83.35,26.71
6.61031,3.34771,1984,4,4,28.91,24.48,84.98,26.14
6.61031,3.34771,1984,4,5,29,24.18,85.08,26.05
6.61031,3.34771,1984,4,6,28.35,24.2,86.58,25.96
6.61031,3.34771,1984,4,7,29.47,23.73,81.82,26.26
6.61031,3.34771,1984,4,8,30.47,23.95,79.91,26.8
6.61031,3.34771,1984,4,9,30.02,24.56,81.63,26.66
6.61031,3.34771,1984,4,10,30.51,23.99,80.24,26.67
6.61031,3.34771,1984,4,11,31.78,24.67,75.74,27.58
6.61031,3.34771,1984,4,12,30.93,24.73,78.64,27.32
6.61031,3.34771,1984,4,13,30.14,24.83,80.93,27.02
6.61031,3.34771,1984,4,14,29.18,25.07,83.02,26.68
6.61031,3.34771,1984,4,15,29.74,24.63,80.03,26.83
6.61031,3.34771,1984,4,16,31.35,24.62,78.42,27.46
6.61031,3.34771,1984,4,17,31.31,24.18,79.02,27.29
6.61031,3.34771,1984,4,18,31.08,24.23,78.21,27.38
6.61031,3.34771,1984,4,19,31.78,24.84,76.98,27.77
6.61031,3.34771,1984,4,20,30.38,24.61,81.95,27.07
6.61031,3.34771,1984,4,21,29.86,24.6,82.23,26.81
6.61031,3.34771,1984,4,22,28.02,24.54,88.57,25.9
6.61031,3.34771,1984,4,23,27.17,23.91,88.57,25.49
6.61031,3.34771,1984,4,24,29.54,23.73,82.23,26.27
6.61031,3.34771,1984,4,25,27.78,24.17,86.17,25.76
6.61031,3.34771,1984,4,26,29.58,23.57,84.18,26.26
6.61031,3.34771,1984,4,27,30.01,24.1,81.87,26.64
6.61031,3.34771,1984,4,28,30.17,24.37,83.43,26.96
6.61031,3.34771,1984,4,29,29.02,25.02,87.47,26.52
6.61031,3.34771,1984,4,30,27.63,24.2,89.8,25.69
6.61031,3.34771,1984,5,1,29.23,23.75,86.16,26.02
6.61031,3.34771,1984,5,2,28.76,23.67,88.22,25.62
6.61031,3.34771,1984,5,3,28.51,23.71,87.57,25.85
6.61031,3.34771,1984,5,4,29.41,23.71,86.36,26.19
6.61031,3.34771,1984,5,5,28.83,23.91,87.74,25.95
6.61031,3.34771,1984,5,6,29.19,23.92,84.4,26.13
6.61031,3.34771,1984,5,7,29.66,24.27,81.65,26.57
6.61031,3.34771,1984,5,8,29.4,24.26,85.24,26.52
6.61031,3.34771,1984,5,9,29.78,24.49,84.19,26.84
6.61031,3.34771,1984,5,10,29.12,24.43,86.65,26.39
6.61031,3.34771,1984,5,11,28.81,24.14,85.2,26.28
6.61031,3.34771,1984,5,12,28.6,24.58,84.77,26.17
6.61031,3.34771,1984,5,13,28.97,24.41,86.62,26.23
6.61031,3.34771,1984,5,14,28.23,24.43,86.47,26.02
6.61031,3.34771,1984,5,15,28.64,24.12,85.1,26.11
6.61031,3.34771,1984,5,16,26.89,23.64,87.51,25.31
6.61031,3.34771,1984,5,17,30.29,22.97,79.53,26.25
6.61031,3.34771,1984,5,18,29.25,23.46,84.75,25.93
6.61031,3.34771,1984,5,19,28.72,23.75,86.19,25.82
6.61031,3.34771,1984,5,20,28.52,23.64,87.18,25.68
6.61031,3.34771,1984,5,21,28.03,23.83,88.71,25.55
6.61031,3.34771,1984,5,22,27.96,23.57,88.39,25.4
6.61031,3.34771,1984,5,23,28.89,23.23,83.77,25.7
6.61031,3.34771,1984,5,24,30.18,23.09,83.23,26.22
6.61031,3.34771,1984,5,25,29.83,23.92,85.23,26.48
6.61031,3.34771,1984,5,26,27.92,24.26,88.39,25.77
6.61031,3.34771,1984,5,27,28.57,23.58,84.75,25.65
6.61031,3.34771,1984,5,28,28.57,23.41,84.18,25.78
6.61031,3.34771,1984,5,29,30.08,23.3,80.87,26.41
6.61031,3.34771,1984,5,30,28.65,24.08,86.25,26
6.61031,3.34771,1984,5,31,27.92,24.08,86.51,25.5
6.61031,3.34771,1984,6,1,29.17,23.47,81.56,26.17
6.61031,3.34771,1984,6,2,27.46,23.46,87.16,25.26
6.61031,3.34771,1984,6,3,28.5,22.95,86.31,25.26
6.61031,3.34771,1984,6,4,29.08,23.25,85.63,25.8
6.61031,3.34771,1984,6,5,27.76,23.8,87.84,25.55
6.61031,3.34771,1984,6,6,29.06,23.84,84.04,26.02
6.61031,3.34771,1984,6,7,29.46,23.3,84.19,26.25
6.61031,3.34771,1984,6,8,27.71,23.92,87.46,25.5
6.61031,3.34771,1984,6,9,29.38,23.42,84.34,26.12
6.61031,3.34771,1984,6,10,28.68,23.75,86.35,25.91
6.61031,3.34771,1984,6,11,28.43,23.91,85.8,25.76
6.61031,3.34771,1984,6,12,28.47,22.89,86.99,25.38
6.61031,3.34771,1984,6,13,27.23,22.94,88.01,24.63
6.61031,3.34771,1984,6,14,28.14,22.57,83.93,25.27
6.61031,3.34771,1984,6,15,28.45,23.16,88.51,25.42
6.61031,3.34771,1984,6,16,27.25,23.11,89.93,24.88
6.61031,3.34771,1984,6,17,28.54,22.55,87.26,25.16
6.61031,3.34771,1984,6,18,29.31,22.45,85.17,25.71
6.61031,3.34771,1984,6,19,27.01,23.59,89.41,24.97
6.61031,3.34771,1984,6,20,27.3,23.19,89.54,24.71
6.61031,3.34771,1984,6,21,28.2,22.72,87.42,24.99
6.61031,3.34771,1984,6,22,28.36,22.5,87.75,25.2
6.61031,3.34771,1984,6,23,28.1,23.1,87.19,25.13
6.61031,3.34771,1984,6,24,28.81,22.36,84.11,25.31
6.61031,3.34771,1984,6,25,27.55,22.78,87.4,24.99
6.61031,3.34771,1984,6,26,28.47,23.24,86.69,25.5
6.61031,3.34771,1984,6,27,27.43,23.49,88.34,25.02
6.61031,3.34771,1984,6,28,27.03,22.9,84.78,24.68
6.61031,3.34771,1984,6,29,29.2,22.03,84.28,25.37
6.61031,3.34771,1984,6,30,28.09,23.22,87.02,25.34
6.61031,3.34771,1984,7,1,28.22,23.35,86.08,25.36
6.61031,3.34771,1984,7,2,27.93,22.76,84.79,25.17
6.61031,3.34771,1984,7,3,28.86,22.82,84.39,25.54
6.61031,3.34771,1984,7,4,28.47,23.67,86.87,25.54
6.61031,3.34771,1984,7,5,27.91,23.29,87.07,25.12
6.61031,3.34771,1984,7,6,28.73,23.21,85.54,25.59
6.61031,3.34771,1984,7,7,27.99,23.18,87.05,25.17
6.61031,3.34771,1984,7,8,28.92,22.89,82.86,25.33
6.61031,3.34771,1984,7,9,26.18,23.17,90.76,24.56
6.61031,3.34771,1984,7,10,27.35,22.98,88.87,24.66
6.61031,3.34771,1984,7,11,25.86,22.58,90.36,23.92
6.61031,3.34771,1984,7,12,27.19,22.26,83.94,24.51
6.61031,3.34771,1984,7,13,28.93,22.14,83.22,25.17
6.61031,3.34771,1984,7,14,26.42,22.59,87.47,24.04
6.61031,3.34771,1984,7,15,27.74,22.07,85.69,24.42
6.61031,3.34771,1984,7,16,27.8,22.12,85.52,24.46
6.61031,3.34771,1984,7,17,26.16,22.38,89.01,23.78
6.61031,3.34771,1984,7,18,26.43,22.05,87.97,23.87
6.61031,3.34771,1984,7,19,26.44,22.13,87.55,24.04
6.61031,3.34771,1984,7,20,27.22,22.12,88.45,24.2
6.61031,3.34771,1984,7,21,28.46,22.28,84.17,24.82
6.61031,3.34771,1984,7,22,28.57,22.34,83.85,24.95
6.61031,3.34771,1984,7,23,28.79,22.12,84.34,24.93
6.61031,3.34771,1984,7,24,27.8,22.08,87.23,24.47
6.61031,3.34771,1984,7,25,26.58,22.17,88.62,23.97
6.61031,3.34771,1984,7,26,27.07,21.82,87.92,24.19
6.61031,3.34771,1984,7,27,27.51,22.27,86.34,24.35
6.61031,3.34771,1984,7,28,28.62,21.47,83.09,24.75
6.61031,3.34771,1984,7,29,25.47,22.62,91.01,23.75
6.61031,3.34771,1984,7,30,27.19,22.19,87.55,24.2
6.61031,3.34771,1984,7,31,27.98,21.74,85.92,24.33
6.61031,3.34771,1984,8,1,26.91,22.07,87.84,24.11
6.61031,3.34771,1984,8,2,26.31,22.1,90.03,23.67
6.61031,3.34771,1984,8,3,27.46,21.58,84.86,24.02
6.61031,3.34771,1984,8,4,28.05,21.47,83.9,24.22
6.61031,3.34771,1984,8,5,26.98,21.63,87.05,23.68
6.61031,3.34771,1984,8,6,27.55,21.38,86.15,23.9
6.61031,3.34771,1984,8,7,27.63,21.45,84.35,24.3
6.61031,3.34771,1984,8,8,28.21,21.51,84.65,24.42
6.61031,3.34771,1984,8,9,27.63,22.09,86.18,24.26
6.61031,3.34771,1984,8,10,27.14,21.54,86.39,24.06
6.61031,3.34771,1984,8,11,28.98,21.35,83.3,24.9
6.61031,3.34771,1984,8,12,28.41,22.42,84.49,24.77
6.61031,3.34771,1984,8,13,27.16,22.39,86.16,24.13
6.61031,3.34771,1984,8,14,28.45,21.71,83.22,24.68
6.61031,3.34771,1984,8,15,28.57,21.77,83.99,24.9
6.61031,3.34771,1984,8,16,27.96,22.46,84.93,24.66
6.61031,3.34771,1984,8,17,28.51,21.66,83.1,24.81
6.61031,3.34771,1984,8,18,28.83,21.9,82.39,24.95
6.61031,3.34771,1984,8,19,29.08,21.85,85.19,24.85
6.61031,3.34771,1984,8,20,27.85,22.19,88.06,24.42
6.61031,3.34771,1984,8,21,27.11,22.36,87.86,24.12
6.61031,3.34771,1984,8,22,28.6,21.73,85.26,24.67
6.61031,3.34771,1984,8,23,28.26,22.25,85.15,24.85
6.61031,3.34771,1984,8,24,28.76,22.19,82.34,25.12
6.61031,3.34771,1984,8,25,28.77,22.49,82.53,25.16
6.61031,3.34771,1984,8,26,27.57,22.61,86.3,24.73
6.61031,3.34771,1984,8,27,28.5,22.46,84.23,25.06
6.61031,3.34771,1984,8,28,28.18,22.59,84.18,25.03
6.61031,3.34771,1984,8,29,27.68,22.73,88.43,24.62
6.61031,3.34771,1984,8,30,26.8,22.26,88.45,24.08
6.61031,3.34771,1984,8,31,26.67,22.14,88.76,23.9
6.61031,3.34771,1984,9,1,26.05,22.33,90.98,23.79
6.61031,3.34771,1984,9,2,26.5,22.33,90.24,23.98
6.61031,3.34771,1984,9,3,26.52,21.99,88.94,24
6.61031,3.34771,1984,9,4,27.3,22.07,87,24.14
6.61031,3.34771,1984,9,5,26.36,21.92,88.81,23.78
6.61031,3.34771,1984,9,6,28.14,21.96,85.68,24.43
6.61031,3.34771,1984,9,7,28.23,21.53,84.6,24.6
6.61031,3.34771,1984,9,8,28.71,21.81,83.8,24.84
6.61031,3.34771,1984,9,9,28.77,21.87,83.21,25
6.61031,3.34771,1984,9,10,28.06,22.59,84.06,24.88
6.61031,3.34771,1984,9,11,29.29,22.43,83.65,25.48
6.61031,3.34771,1984,9,12,28.37,22.6,85.8,25.33
6.61031,3.34771,1984,9,13,28.77,22.99,85.9,25.54
6.61031,3.34771,1984,9,14,25.39,22.58,93.27,23.82
6.61031,3.34771,1984,9,15,27.64,22.18,87.78,24.29
6.61031,3.34771,1984,9,16,28.25,21.88,88.69,24.47
6.61031,3.34771,1984,9,17,25.56,22.21,91.31,23.6
6.61031,3.34771,1984,9,18,28.8,21.92,85.45,24.78
6.61031,3.34771,1984,9,19,28.9,22.1,87.63,25.19
6.61031,3.34771,1984,9,20,28.56,22.93,88.67,25.12
6.61031,3.34771,1984,9,21,27.88,22.7,87.95,24.75
6.61031,3.34771,1984,9,22,28.68,22.26,86.62,25.12
6.61031,3.34771,1984,9,23,26.92,22.91,90.55,24.5
6.61031,3.34771,1984,9,24,27.71,22.5,88.52,24.58
6.61031,3.34771,1984,9,25,28.44,22.11,86.94,24.91
6.61031,3.34771,1984,9,26,28.33,22.68,88.11,25.08
6.61031,3.34771,1984,9,27,28.18,23.28,87.97,25.13
6.61031,3.34771,1984,9,28,28.24,22.72,85.41,25.1
6.61031,3.34771,1984,9,29,29.13,22.35,84.82,25.48
6.61031,3.34771,1984,9,30,28.09,22.86,86.56,25.18
6.61031,3.34771,1984,10,1,28.56,22.9,86.63,25.35
6.61031,3.34771,1984,10,2,27.14,23.06,89.46,24.8
6.61031,3.34771,1984,10,3,27.36,22.98,89.65,24.82
6.61031,3.34771,1984,10,4,27.7,22.83,87.76,24.97
6.61031,3.34771,1984,10,5,28.82,22.87,87.07,25.56
6.61031,3.34771,1984,10,6,27.67,23.44,90.47,25.14
6.61031,3.34771,1984,10,7,26.49,22.92,91.16,24.4
6.61031,3.34771,1984,10,8,26.71,22.56,89.68,24.34
6.61031,3.34771,1984,10,9,28.31,22.04,85.42,24.96
6.61031,3.34771,1984,10,10,28.14,22.95,85.87,25.13
6.61031,3.34771,1984,10,11,28.97,22.53,86.54,25.4
6.61031,3.34771,1984,10,12,27.35,23.46,90.04,24.92
6.61031,3.34771,1984,10,13,26.98,23.01,88.78,24.62
6.61031,3.34771,1984,10,14,29.25,22.05,84.93,25.36
6.61031,3.34771,1984,10,15,29.47,22.36,85.56,25.62
6.61031,3.34771,1984,10,16,29.13,23.07,85.6,25.66
6.61031,3.34771,1984,10,17,27.24,23.29,89.3,24.9
6.61031,3.34771,1984,10,18,27.2,22.4,85.2,24.83
6.61031,3.34771,1984,10,19,27.43,22.62,85.53,24.77
6.61031,3.34771,1984,10,20,28.45,22.69,86.92,25.11
6.61031,3.34771,1984,10,21,28.06,23.12,88.87,25.13
6.61031,3.34771,1984,10,22,28.51,23.1,88.16,25.38
6.61031,3.34771,1984,10,23,28.58,23.15,84.29,25.55
6.61031,3.34771,1984,10,24,28.99,22.84,85.58,25.65
6.61031,3.34771,1984,10,25,29.21,23.08,85.88,25.84
6.61031,3.34771,1984,10,26,29.96,23.05,85,26.2
6.61031,3.34771,1984,10,27,28.83,23.9,86.7,26.04
6.61031,3.34771,1984,10,28,28.56,24.21,86.26,25.98
6.61031,3.34771,1984,10,29,29.16,23.31,85.45,25.88
6.61031,3.34771,1984,10,30,28.96,23.45,84.21,25.79
6.61031,3.34771,1984,10,31,28.53,23.27,85.31,25.47
6.61031,3.34771,1984,11,1,28.76,23.25,84.29,25.36
6.61031,3.34771,1984,11,2,29.26,22.78,84.11,25.54
6.61031,3.34771,1984,11,3,30.6,22.43,80.95,25.97
6.61031,3.34771,1984,11,4,30.09,22.58,82.13,26.16
6.61031,3.34771,1984,11,5,29.01,23.77,85.18,26.13
6.61031,3.34771,1984,11,6,29.59,23.97,83.83,26.3
6.61031,3.34771,1984,11,7,30.36,23.6,80.56,26.72
6.61031,3.34771,1984,11,8,30.76,23.38,81.17,26.74
6.61031,3.34771,1984,11,9,29.64,23.72,83.62,26.29
6.61031,3.34771,1984,11,10,29.51,23.16,82.85,26.05
6.61031,3.34771,1984,11,11,29.77,23.62,81.28,26.29
6.61031,3.34771,1984,11,12,26.9,23.16,85.86,24.84
6.61031,3.34771,1984,11,13,28.29,21.93,78.45,24.73
6.61031,3.34771,1984,11,14,30.27,22.38,76.71,25.86
6.61031,3.34771,1984,11,15,29.13,23.31,82.43,25.83
6.61031,3.34771,1984,11,16,29.63,22.88,83.56,25.99
6.61031,3.34771,1984,11,17,28.5,23.62,86.12,25.75
6.61031,3.34771,1984,11,18,29.53,22.84,83.44,25.87
6.61031,3.34771,1984,11,19,30.05,23.12,80.76,26.19
6.61031,3.34771,1984,11,20,30.39,23.16,80.4,26.3
6.61031,3.34771,1984,11,21,30.16,22.76,80.42,26.14
6.61031,3.34771,1984,11,22,30.41,22.6,79.14,26.16
6.61031,3.34771,1984,11,23,31.14,23.01,77.15,26.56
6.61031,3.34771,1984,11,24,30.82,22.46,77.45,26.41
6.61031,3.34771,1984,11,25,27.79,23.95,81.82,25.67
6.61031,3.34771,1984,11,26,26.08,21.21,71.46,23.61
6.61031,3.34771,1984,11,27,29.73,19.76,63.64,24.67
6.61031,3.34771,1984,11,28,30.21,20.92,72.18,25.06
6.61031,3.34771,1984,11,29,30.52,21.76,74.38,25.45
6.61031,3.34771,1984,11,30,30.88,22.07,73.77,25.94
6.61031,3.34771,1984,12,1,31.05,21.91,72.89,26.01
6.61031,3.34771,1984,12,2,30.55,22.25,76.94,26.02
6.61031,3.34771,1984,12,3,30.58,21.98,74.01,25.96
6.61031,3.34771,1984,12,4,29.93,21.75,74.01,25.68
6.61031,3.34771,1984,12,5,31.1,22.12,66.31,26.44
6.61031,3.34771,1984,12,6,31.43,22.55,65.88,26.8
6.61031,3.34771,1984,12,7,31.12,22.17,68.95,26.41
6.61031,3.34771,1984,12,8,30.68,21.88,70.65,26.21
6.61031,3.34771,1984,12,9,30.97,21.86,67.85,25.94
6.61031,3.34771,1984,12,10,30.58,20.71,63.04,25.27
6.61031,3.34771,1984,12,11,30.65,19.85,62.1,24.96
6.61031,3.34771,1984,12,12,30.51,18.91,60.27,24.14
6.61031,3.34771,1984,12,13,30.23,18.2,60.01,23.58
6.61031,3.34771,1984,12,14,29.72,17.5,62.71,23.4
6.61031,3.34771,1984,12,15,30.47,18.35,58.17,24.07
6.61031,3.34771,1984,12,16,30.79,17.92,58.17,24
6.61031,3.34771,1984,12,17,30.91,18.54,57.38,24.6
6.61031,3.34771,1984,12,18,31.27,19.77,61.74,24.98
6.61031,3.34771,1984,12,19,31.37,20.02,64.41,25.1
6.61031,3.34771,1984,12,20,31.39,20.92,60.78,25.79
6.61031,3.34771,1984,12,21,31.65,22.24,69.71,26.27
6.61031,3.34771,1984,12,22,30.93,22.61,76.44,26.16
6.61031,3.34771,1984,12,23,30.81,22.37,76.78,26.16
6.61031,3.34771,1984,12,24,30.58,23.03,76.17,26.27
6.61031,3.34771,1984,12,25,30.32,23.35,72.9,26.54
6.61031,3.34771,1984,12,26,31.72,23.35,70.75,26.89
6.61031,3.34771,1984,12,27,31.55,23.66,72.36,26.65
6.61031,3.34771,1984,12,28,31.24,22.93,73.77,26.41
6.61031,3.34771,1984,12,29,31.54,23.06,76.25,26.6
6.61031,3.34771,1984,12,30,30.94,23.14,78.82,26.47
6.61031,3.34771,1984,12,31,30.96,23.12,79.69,26.59
6.61031,3.34771,1985,1,1,30.7,23.74,72.94,26.59
6.61031,3.34771,1985,1,2,29.78,23.19,67.28,26.08
6.61031,3.34771,1985,1,3,31.43,23.01,71.47,26.58
6.61031,3.34771,1985,1,4,31.21,23.62,70.14,26.93
6.61031,3.34771,1985,1,5,31.95,22.98,71.44,27.15
6.61031,3.34771,1985,1,6,32.18,23.53,68.1,27.39
6.61031,3.34771,1985,1,7,32.23,23.92,71.39,27.42
6.61031,3.34771,1985,1,8,32.17,23.79,73.63,27.47
6.61031,3.34771,1985,1,9,32.66,23.92,72.65,27.77
6.61031,3.34771,1985,1,10,32,24.06,74.8,27.59
6.61031,3.34771,1985,1,11,30.59,24.27,78.21,27
6.61031,3.34771,1985,1,12,30.13,24.19,79.58,26.51
6.61031,3.34771,1985,1,13,30.62,23.8,73.65,26.55
6.61031,3.34771,1985,1,14,30.83,23.33,71.68,26.52
6.61031,3.34771,1985,1,15,28.34,23.51,78.27,25.53
6.61031,3.34771,1985,1,16,29.94,22.91,72.21,26.17
6.61031,3.34771,1985,1,17,31.42,22.98,65.49,26.85
6.61031,3.34771,1985,1,18,32.02,22.5,64.88,26.72
6.61031,3.34771,1985,1,19,32.85,22.46,70.66,27.17
6.61031,3.34771,1985,1,20,32.37,23.3,73.5,27.37
6.61031,3.34771,1985,1,21,32.07,23.7,74.91,27.28
6.61031,3.34771,1985,1,22,29.52,23.99,79.83,26.25
6.61031,3.34771,1985,1,23,31.44,23.58,74.01,27.04
6.61031,3.34771,1985,1,24,31.12,23.85,75.14,26.97
6.61031,3.34771,1985,1,25,30.04,23.86,78.08,26.7
6.61031,3.34771,1985,1,26,29.1,24.18,82.56,26.26
6.61031,3.34771,1985,1,27,29.46,24.28,81.95,26.39
6.61031,3.34771,1985,1,28,29.81,24.14,80.01,26.38
6.61031,3.34771,1985,1,29,31.15,23.47,76.85,26.75
6.61031,3.34771,1985,1,30,29.49,24.08,79.43,26.3
6.61031,3.34771,1985,1,31,29.83,23.47,77.26,26.29
6.61031,3.34771,1985,2,1,31.96,23.07,71.4,27.11
6.61031,3.34771,1985,2,2,32.4,23.06,67.62,27.13
6.61031,3.34771,1985,2,3,32.53,22.89,65.92,27.04
6.61031,3.34771,1985,2,4,32.7,22.81,67.04,26.96
6.61031,3.34771,1985,2,5,32.17,22.98,69.82,26.84
6.61031,3.34771,1985,2,6,32.53,23.49,68.08,27.33
6.61031,3.34771,1985,2,7,30.95,23.41,72.38,26.46
6.61031,3.34771,1985,2,8,32.17,23.09,68.89,26.89
6.61031,3.34771,1985,2,9,32.35,23.12,66.7,26.96
6.61031,3.34771,1985,2,10,33.21,21.49,61.85,26.82
6.61031,3.34771,1985,2,11,33.71,22.35,66.19,27.3
6.61031,3.34771,1985,2,12,34.14,22.83,65.93,27.75
6.61031,3.34771,1985,2,13,34.02,22.95,66.98,27.86
6.61031,3.34771,1985,2,14,34.23,23.56,65.63,28.1
6.61031,3.34771,1985,2,15,33.99,23.38,65.89,27.9
6.61031,3.34771,1985,2,16,33.77,22.9,61.71,27.11
6.61031,3.34771,1985,2,17,33.71,21.61,60.73,26.62
6.61031,3.34771,1985,2,18,34.45,20.71,55.75,26.74
6.61031,3.34771,1985,2,19,34.37,21.9,56.88,27.04
6.61031,3.34771,1985,2,20,33.54,21.39,65.91,26.8
6.61031,3.34771,1985,2,21,33.12,22.4,68.62,27.14
6.61031,3.34771,1985,2,22,34,23.27,67.3,27.89
6.61031,3.34771,1985,2,23,33.16,23.9,72.68,27.71
6.61031,3.34771,1985,2,24,32.56,23.63,76.48,27.44
6.61031,3.34771,1985,2,25,33.14,24.13,74.09,27.89
6.61031,3.34771,1985,2,26,32.84,24.47,71.76,28.03
6.61031,3.34771,1985,2,27,33.02,24.26,69.88,28.15
6.61031,3.34771,1985,2,28,32.53,24.43,71.06,28.02
6.61031,3.34771,1985,3,1,32.86,24.54,69.48,28.12
6.61031,3.34771,1985,3,2,32.15,24.78,71.45,27.81
6.61031,3.34771,1985,3,3,33.39,24.39,69.53,28.09
6.61031,3.34771,1985,3,4,33.94,23.94,68.16,28.17
6.61031,3.34771,1985,3,5,34.36,24.05,67.53,28.47
6.61031,3.34771,1985,3,6,35.18,23.95,66.47,28.85
6.61031,3.34771,1985,3,7,34.03,24.63,70.51,28.79
6.61031,3.34771,1985,3,8,32.94,25.56,73.26,28.55
6.61031,3.34771,1985,3,9,31.66,25.65,76.04,27.95
6.61031,3.34771,1985,3,10,32.18,25.04,73.42,28.07
6.61031,3.34771,1985,3,11,31.64,24.91,75.6,27.9
6.61031,3.34771,1985,3,12,30.51,25.56,72.58,27.24
6.61031,3.34771,1985,3,13,30.02,24.76,78.12,26.97
6.61031,3.34771,1985,3,14,30.63,24.66,76.65,27.06
6.61031,3.34771,1985,3,15,31.4,24.73,76.69,27.59
6.61031,3.34771,1985,3,16,29.35,25.17,81.17,26.88
6.61031,3.34771,1985,3,17,31.84,24.55,75.11,27.41
6.61031,3.34771,1985,3,18,28.55,24.89,81.19,26.35
6.61031,3.34771,1985,3,19,31.71,24.13,74.05,27.4
6.61031,3.34771,1985,3,20,29.26,24.94,76.75,26.74
6.61031,3.34771,1985,3,21,31.15,24.62,70.65,27.45
6.61031,3.34771,1985,3,22,31.81,24.08,73.87,27.37
6.61031,3.34771,1985,3,23,33.22,24.23,71.81,28.12
6.61031,3.34771,1985,3,24,31.21,25.47,78.21,27.6
6.61031,3.34771,1985,3,25,29.48,24.99,81.15,26.81
6.61031,3.34771,1985,3,26,30.89,24.13,76.2,27.12
6.61031,3.34771,1985,3,27,28.79,24.53,82.79,26.09
6.61031,3.34771,1985,3,28,31.14,23.93,76.54,26.85
6.61031,3.34771,1985,3,29,31,23.92,74.8,27.08
6.61031,3.34771,1985,3,30,31.45,24.31,73.38,27.53
6.61031,3.34771,1985,3,31,31.32,24.69,75.96,27.64
6.61031,3.34771,1985,4,1,30.04,24.86,79.54,27.06
6.61031,3.34771,1985,4,2,31.77,24.38,75.23,27.28
6.61031,3.34771,1985,4,3,30.63,24.06,80.19,26.91
6.61031,3.34771,1985,4,4,28.16,24.29,84.2,25.81
6.61031,3.34771,1985,4,5,29.71,23.95,79.21,26.14
6.61031,3.34771,1985,4,6,31.29,23.5,75.53,26.93
6.61031,3.34771,1985,4,7,31.89,24.07,74.66,27.56
6.61031,3.34771,1985,4,8,31.45,24.78,79.1,27.41
6.61031,3.34771,1985,4,9,29.2,24.42,85.92,26.35
6.61031,3.34771,1985,4,10,28.1,24.41,86.87,26.03
6.61031,3.34771,1985,4,11,29.07,23.83,85.43,26.26
6.61031,3.34771,1985,4,12,29.28,24.23,84.11,26.39
6.61031,3.34771,1985,4,13,30.05,24.34,82.2,26.7
6.61031,3.34771,1985,4,14,30.3,24,81.51,26.78
6.61031,3.34771,1985,4,15,28.81,24.45,83.98,26.29
6.61031,3.34771,1985,4,16,28.07,24.05,86.64,25.76
6.61031,3.34771,1985,4,17,28.9,24.06,85.9,25.94
6.61031,3.34771,1985,4,18,29.07,24.25,84.48,26.17
6.61031,3.34771,1985,4,19,28.96,24.02,85.47,26
6.61031,3.34771,1985,4,20,29.2,23.43,85.6,25.84
6.61031,3.34771,1985,4,21,29.57,24.03,83.37,26.44
6.61031,3.34771,1985,4,22,29.8,23.98,83.22,26.55
6.61031,3.34771,1985,4,23,30.3,24.47,81.62,27.05
6.61031,3.34771,1985,4,24,30.43,24.62,82.43,27.06
6.61031,3.34771,1985,4,25,29.23,25.25,84.77,26.82
