LAT-Ikeja,LON-Ikeja,YEAR,MO,DY,T-MAX Ikeja,T-MIN Ikeja,RH-Ikeja,T-Ikeja 
6.61031,3.34771,1998,3,16,32.24,25.11,75.85,28.27
6.61031,3.34771,1998,3,17,32.64,25.77,70.35,28.44
6.61031,3.34771,1998,3,18,33.53,25,74.58,28.86
6.61031,3.34771,1998,3,19,33.48,25.76,77.13,28.88
6.61031,3.34771,1998,3,20,33.02,25.86,79.03,28.94
6.61031,3.34771,1998,3,21,30.95,26.03,82.96,28.26
6.61031,3.34771,1998,3,22,31.41,25.86,83.47,28.26
6.61031,3.34771,1998,3,23,31.56,25.58,83.62,28.02
6.61031,3.34771,1998,3,24,30.81,25.71,85.14,27.95
6.61031,3.34771,1998,3,25,31.46,25.96,83.88,28.28
6.61031,3.34771,1998,3,26,32.3,26.31,81.45,28.74
6.61031,3.34771,1998,3,27,31.2,26.14,82.22,28.29
6.61031,3.34771,1998,3,28,31.64,26.02,81.87,28.5
6.61031,3.34771,1998,3,29,30.94,26.49,83.94,28.32
6.61031,3.34771,1998,3,30,31.44,26.37,82.5,28.5
6.61031,3.34771,1998,3,31,31.69,26.17,81.65,28.44
6.61031,3.34771,1998,4,1,32.14,25.51,82.63,28.53
6.61031,3.34771,1998,4,2,30.95,26.03,87.03,28.2
6.61031,3.34771,1998,4,3,32.08,26.28,84.02,28.65
6.61031,3.34771,1998,4,4,30.56,26.51,86.29,28.06
6.61031,3.34771,1998,4,5,29.94,26.23,88.26,27.73
6.61031,3.34771,1998,4,6,30.82,26.17,85.26,28.01
6.61031,3.34771,1998,4,7,32.29,25.08,82.46,28.36
6.61031,3.34771,1998,4,8,31.64,26.25,83.44,28.44
6.61031,3.34771,1998,4,9,30.75,25.8,86.34,28.04
6.61031,3.34771,1998,4,10,31.9,26.49,82.27,28.77
6.61031,3.34771,1998,4,11,30.98,26.39,84.32,28.26
6.61031,3.34771,1998,4,12,30.68,25.99,85.3,28.1
6.61031,3.34771,1998,4,13,31.3,26.05,83.9,28.2
6.61031,3.34771,1998,4,14,31.97,26.28,81.84,28.55
6.61031,3.34771,1998,4,15,31.99,26.08,81.91,28.67
6.61031,3.34771,1998,4,16,31.25,26.16,85.82,28.28
6.61031,3.34771,1998,4,17,29.71,26.28,90.93,27.74
6.61031,3.34771,1998,4,18,30.13,26.13,91.05,27.83
6.61031,3.34771,1998,4,19,29.81,25.92,88.46,27.61
6.61031,3.34771,1998,4,20,30.36,25.14,80.5,27.74
6.61031,3.34771,1998,4,21,30.24,25.84,83.52,27.85
6.61031,3.34771,1998,4,22,31.17,26.06,85.26,28.17
6.61031,3.34771,1998,4,23,30.05,25.69,85.04,27.35
6.61031,3.34771,1998,4,24,30.25,25.78,87.01,27.66
6.61031,3.34771,1998,4,25,31.51,25.42,83.52,28.15
6.61031,3.34771,1998,4,26,30.23,25.63,87.35,27.62
6.61031,3.34771,1998,4,27,30.09,25.81,90.15,27.54
6.61031,3.34771,1998,4,28,29.97,25.61,88.29,27.45
6.61031,3.34771,1998,4,29,31.2,25.55,86.65,28.03
6.61031,3.34771,1998,4,30,30.31,25.84,85.5,28.13
6.61031,3.34771,1998,5,1,29.26,25.83,89.46,27.27
6.61031,3.34771,1998,5,2,30.86,25.04,85,27.76
6.61031,3.34771,1998,5,3,30.54,25.75,87,27.75
6.61031,3.34771,1998,5,4,30.62,26,87.13,27.89
6.61031,3.34771,1998,5,5,30.8,25.71,86.57,27.78
6.61031,3.34771,1998,5,6,30.33,25.59,88.58,27.65
6.61031,3.34771,1998,5,7,29.59,26.01,90.62,27.33
6.61031,3.34771,1998,5,8,29.46,25.56,90.9,27.16
6.61031,3.34771,1998,5,9,29.78,25.34,89.74,27.2
6.61031,3.34771,1998,5,10,28.81,25.13,91.14,26.74
6.61031,3.34771,1998,5,11,30.13,24.41,85.7,27.05
6.61031,3.34771,1998,5,12,30.52,24.81,85.42,27.31
6.61031,3.34771,1998,5,13,29.78,24.83,88.21,26.96
6.61031,3.34771,1998,5,14,29.49,24.61,88.46,26.87
6.61031,3.34771,1998,5,15,28.84,25.12,90.59,26.73
6.61031,3.34771,1998,5,16,30.39,25.31,87.57,27.44
6.61031,3.34771,1998,5,17,30.8,25.26,85.97,27.74
6.61031,3.34771,1998,5,18,30.99,25.32,86.28,27.96
6.61031,3.34771,1998,5,19,29.72,25.96,89.88,27.57
6.61031,3.34771,1998,5,20,29.66,25.49,88.82,27.22
6.61031,3.34771,1998,5,21,31.31,25.02,78.38,27.82
6.61031,3.34771,1998,5,22,29.76,25.16,88.13,27.31
6.61031,3.34771,1998,5,23,29.17,24.99,86.28,26.84
6.61031,3.34771,1998,5,24,29.57,24.44,88.18,26.71
6.61031,3.34771,1998,5,25,30.33,24.71,87.42,27.16
6.61031,3.34771,1998,5,26,30.8,25.14,85.79,27.61
6.61031,3.34771,1998,5,27,30.5,25.53,86.78,27.52
6.61031,3.34771,1998,5,28,30.39,25.55,85.02,27.51
6.61031,3.34771,1998,5,29,30.6,24.99,86.23,27.46
6.61031,3.34771,1998,5,30,29.89,25.46,88.6,27.14
6.61031,3.34771,1998,5,31,29.77,24.86,88.56,26.87
6.61031,3.34771,1998,6,1,29.16,24.85,89.61,26.48
6.61031,3.34771,1998,6,2,28.49,24.21,90.18,26.07
6.61031,3.34771,1998,6,3,27.79,24.12,90.49,25.69
6.61031,3.34771,1998,6,4,27.83,23.95,90.92,25.61
6.61031,3.34771,1998,6,5,28.26,23.79,89.78,25.7
6.61031,3.34771,1998,6,6,29.09,23.79,87.91,26.03
6.61031,3.34771,1998,6,7,29.29,23.76,87.95,26.27
6.61031,3.34771,1998,6,8,27.88,24.45,89.35,25.92
6.61031,3.34771,1998,6,9,29.91,23.89,84.1,26.65
6.61031,3.34771,1998,6,10,29.61,24.4,84.64,26.63
6.61031,3.34771,1998,6,11,29.52,24.75,85.97,26.8
6.61031,3.34771,1998,6,12,28.74,24.94,87.97,26.64
6.61031,3.34771,1998,6,13,28.86,24.84,87.99,26.54
6.61031,3.34771,1998,6,14,28.55,24.23,87.75,26
6.61031,3.34771,1998,6,15,28.31,23.7,88.01,25.72
6.61031,3.34771,1998,6,16,29.76,23.81,83.92,26.51
6.61031,3.34771,1998,6,17,28.27,24.16,90.09,26
6.61031,3.34771,1998,6,18,27.79,24.42,91.37,25.79
6.61031,3.34771,1998,6,19,28.52,23.71,88.79,25.83
6.61031,3.34771,1998,6,20,29.07,24.06,88.97,26.27
6.61031,3.34771,1998,6,21,27.86,24.49,92.21,25.84
6.61031,3.34771,1998,6,22,28.33,24.05,89.08,25.84
6.61031,3.34771,1998,6,23,29.41,23.86,86.22,26.29
6.61031,3.34771,1998,6,24,29.55,23.81,86.3,26.38
6.61031,3.34771,1998,6,25,29.12,24.43,87.41,26.28
6.61031,3.34771,1998,6,26,28.9,24.3,87.51,26.11
6.61031,3.34771,1998,6,27,27.7,23.61,91.05,25.32
6.61031,3.34771,1998,6,28,29.14,23.62,87.13,26.06
6.61031,3.34771,1998,6,29,27.32,24.2,91.51,25.42
6.61031,3.34771,1998,6,30,27.27,23.5,88.5,25.03
6.61031,3.34771,1998,7,1,27.64,23.04,90.35,25.13
6.61031,3.34771,1998,7,2,28.57,23.42,88.12,25.42
6.61031,3.34771,1998,7,3,28.25,23.31,88.05,25.38
6.61031,3.34771,1998,7,4,27.75,23.38,88.96,25.25
6.61031,3.34771,1998,7,5,29.31,23.21,86.23,25.69
6.61031,3.34771,1998,7,6,27.42,23.42,88.66,25.13
6.61031,3.34771,1998,7,7,28.77,23.38,86.09,25.41
6.61031,3.34771,1998,7,8,27.84,23.14,88.98,25.12
6.61031,3.34771,1998,7,9,28.98,23.64,87.55,25.78
6.61031,3.34771,1998,7,10,27.5,23.69,88.81,25.22
6.61031,3.34771,1998,7,11,28.28,23.69,87.61,25.4
6.61031,3.34771,1998,7,12,27.48,23.48,89.22,24.86
6.61031,3.34771,1998,7,13,27.55,23.18,88.11,24.9
6.61031,3.34771,1998,7,14,26.94,22.88,88.88,24.53
6.61031,3.34771,1998,7,15,27.82,22.7,87.93,24.89
6.61031,3.34771,1998,7,16,27.78,22.78,87.52,24.75
6.61031,3.34771,1998,7,17,27.68,22.68,85.91,24.7
6.61031,3.34771,1998,7,18,27.6,22.36,85.81,24.76
6.61031,3.34771,1998,7,19,27.09,22.92,87.2,24.48
6.61031,3.34771,1998,7,20,26.56,22.67,90.02,24.21
6.61031,3.34771,1998,7,21,27.37,22.74,87.25,24.5
6.61031,3.34771,1998,7,22,27.44,22.59,83.69,24.58
6.61031,3.34771,1998,7,23,27.21,22.19,84.24,24.43
6.61031,3.34771,1998,7,24,28.23,22.22,84.64,24.75
6.61031,3.34771,1998,7,25,28.59,22.45,83.07,25
6.61031,3.34771,1998,7,26,28.67,22.8,82.08,25.16
6.61031,3.34771,1998,7,27,28.81,22.21,81.76,25.11
6.61031,3.34771,1998,7,28,27.1,22.74,83.74,24.8
6.61031,3.34771,1998,7,29,26.67,22.89,87,24.31
6.61031,3.34771,1998,7,30,27.54,22.52,86.05,24.43
6.61031,3.34771,1998,7,31,27.61,22.18,85.91,24.43
6.61031,3.34771,1998,8,1,28.06,22.21,85.16,24.57
6.61031,3.34771,1998,8,2,28.09,22.15,82.59,24.5
6.61031,3.34771,1998,8,3,27.68,21.91,83.87,24.42
6.61031,3.34771,1998,8,4,26.93,22.38,87.11,24.05
6.61031,3.34771,1998,8,5,26.1,22.43,86.71,23.83
6.61031,3.34771,1998,8,6,28.21,21.56,83.04,24.47
6.61031,3.34771,1998,8,7,28.19,22.28,83.37,24.87
6.61031,3.34771,1998,8,8,27.91,22.6,84.85,24.71
6.61031,3.34771,1998,8,9,29.31,21.82,83.35,25.24
6.61031,3.34771,1998,8,10,27.19,22.75,88.65,24.63
6.61031,3.34771,1998,8,11,27.89,22.65,87.91,24.71
6.61031,3.34771,1998,8,12,27.44,22.58,88.95,24.34
6.61031,3.34771,1998,8,13,25.55,22.51,91.83,23.91
6.61031,3.34771,1998,8,14,24.59,22.44,92.86,23.36
6.61031,3.34771,1998,8,15,26.14,21.74,88.85,23.57
6.61031,3.34771,1998,8,16,27.44,21.47,87.02,23.88
6.61031,3.34771,1998,8,17,25.7,21.38,90.72,23.44
6.61031,3.34771,1998,8,18,27.43,21.91,89.53,24.02
6.61031,3.34771,1998,8,19,25.7,22.01,90.25,23.45
6.61031,3.34771,1998,8,20,28.05,21.49,85.87,24.42
6.61031,3.34771,1998,8,21,28.26,21.81,85.29,24.5
6.61031,3.34771,1998,8,22,26.37,22.25,87.87,23.98
6.61031,3.34771,1998,8,23,26.97,22.49,88.34,24.1
6.61031,3.34771,1998,8,24,27.95,22.21,84.97,24.55
6.61031,3.34771,1998,8,25,27.73,22.23,84.88,24.45
6.61031,3.34771,1998,8,26,27.91,21.62,85,24.3
6.61031,3.34771,1998,8,27,30.33,20.92,80.58,25.7
6.61031,3.34771,1998,8,28,28.12,23.1,85.04,25.06
6.61031,3.34771,1998,8,29,27.73,22.93,85.17,24.88
6.61031,3.34771,1998,8,30,27.95,22.64,85.2,24.73
6.61031,3.34771,1998,8,31,27.42,22.09,88.14,24.31
6.61031,3.34771,1998,9,1,27.99,22.76,87.33,24.7
6.61031,3.34771,1998,9,2,26.32,22.82,89.55,24.18
6.61031,3.34771,1998,9,3,28.01,22.69,84.74,24.62
6.61031,3.34771,1998,9,4,28.9,22.16,83.3,24.99
6.61031,3.34771,1998,9,5,29.2,21.96,83.02,25.19
6.61031,3.34771,1998,9,6,28.78,22.76,83.51,25.19
6.61031,3.34771,1998,9,7,27.7,22.94,84.88,25
6.61031,3.34771,1998,9,8,28.98,22.71,84.47,25.62
6.61031,3.34771,1998,9,9,29.56,23.24,84.67,25.95
6.61031,3.34771,1998,9,10,28.81,23.64,86.89,25.73
6.61031,3.34771,1998,9,11,26.92,23.61,89.91,24.91
6.61031,3.34771,1998,9,12,28.95,23.11,85.1,25.45
6.61031,3.34771,1998,9,13,29.11,23.09,87.05,25.56
6.61031,3.34771,1998,9,14,25.51,23.34,92.85,24.28
6.61031,3.34771,1998,9,15,26.84,23.09,89.9,24.68
6.61031,3.34771,1998,9,16,28.68,23.07,88.47,25.45
6.61031,3.34771,1998,9,17,29.01,23.45,87.77,25.73
6.61031,3.34771,1998,9,18,28.2,23.48,88.95,25.34
6.61031,3.34771,1998,9,19,28.07,23.11,88.44,25.11
6.61031,3.34771,1998,9,20,28.65,23,86.57,25.42
6.61031,3.34771,1998,9,21,28.79,23.01,87.93,25.4
6.61031,3.34771,1998,9,22,28.17,23.66,89.97,25.19
6.61031,3.34771,1998,9,23,27.39,23.35,90.68,24.95
6.61031,3.34771,1998,9,24,27.36,23.26,89.65,24.89
6.61031,3.34771,1998,9,25,29.91,22.27,84.18,26.07
6.61031,3.34771,1998,9,26,27.53,23.7,89.71,25.34
6.61031,3.34771,1998,9,27,28.2,23.54,87.4,25.34
6.61031,3.34771,1998,9,28,29.15,23.21,84.28,25.9
6.61031,3.34771,1998,9,29,28.65,23.75,88.44,25.64
6.61031,3.34771,1998,9,30,28.34,23.66,88.26,25.38
6.61031,3.34771,1998,10,1,27.86,23.51,88.25,25.22
6.61031,3.34771,1998,10,2,29.85,22.73,83.97,25.92
6.61031,3.34771,1998,10,3,29.52,23.63,87.1,26.01
6.61031,3.34771,1998,10,4,28.29,23.65,88.64,25.32
6.61031,3.34771,1998,10,5,28.03,23.44,89.95,25.21
6.61031,3.34771,1998,10,6,28.75,23.38,88.73,25.56
6.61031,3.34771,1998,10,7,27.51,23.82,91.28,25.1
6.61031,3.34771,1998,10,8,26.7,23.63,92.32,24.81
6.61031,3.34771,1998,10,9,27.55,23.25,89.93,25
6.61031,3.34771,1998,10,10,28.68,22.74,88.63,25.55
6.61031,3.34771,1998,10,11,26.92,23.9,92.21,25.16
6.61031,3.34771,1998,10,12,26.56,23.93,92.57,24.87
6.61031,3.34771,1998,10,13,28.34,23.6,88.44,25.48
6.61031,3.34771,1998,10,14,28.31,22.83,88.37,25.36
6.61031,3.34771,1998,10,15,29.83,23.15,87.3,26.13
6.61031,3.34771,1998,10,16,29.49,23.82,87.64,26.16
6.61031,3.34771,1998,10,17,29.39,23.74,88.2,26.04
6.61031,3.34771,1998,10,18,27.81,24.04,90.97,25.48
6.61031,3.34771,1998,10,19,27.47,23.73,91.02,25.25
6.61031,3.34771,1998,10,20,29.14,23.12,87.6,25.65
6.61031,3.34771,1998,10,21,29.03,23.55,86.58,25.88
6.61031,3.34771,1998,10,22,29.58,23.56,85.17,26.06
6.61031,3.34771,1998,10,23,27.59,23.69,90.5,25.28
6.61031,3.34771,1998,10,24,28.58,23.43,88.66,25.5
6.61031,3.34771,1998,10,25,29.29,23.24,86.24,25.92
6.61031,3.34771,1998,10,26,30.14,23.44,86.77,26.39
6.61031,3.34771,1998,10,27,29.01,23.94,88.48,26.12
6.61031,3.34771,1998,10,28,30.5,23.46,82.72,26.63
6.61031,3.34771,1998,10,29,30.29,23.49,83.21,26.63
6.61031,3.34771,1998,10,30,29.55,23.64,84.67,26.3
6.61031,3.34771,1998,10,31,29.9,24.13,84.26,26.66
6.61031,3.34771,1998,11,1,29.51,24.36,85.22,26.52
6.61031,3.34771,1998,11,2,29.88,24.72,83.62,26.81
6.61031,3.34771,1998,11,3,29.71,24.18,84.57,26.59
6.61031,3.34771,1998,11,4,29.85,24,83.91,26.69
6.61031,3.34771,1998,11,5,30.17,23.93,84.35,26.68
6.61031,3.34771,1998,11,6,29.54,24.31,85.47,26.67
6.61031,3.34771,1998,11,7,30.58,25.3,82.25,27.35
6.61031,3.34771,1998,11,8,29.9,24.24,82.68,26.8
6.61031,3.34771,1998,11,9,29.72,24.41,84.43,26.61
6.61031,3.34771,1998,11,10,28.65,24.31,86.56,26.15
6.61031,3.34771,1998,11,11,30.4,23.26,81.02,26.55
6.61031,3.34771,1998,11,12,30.85,22.91,78.31,26.84
6.61031,3.34771,1998,11,13,30.88,23.39,78.76,27.04
6.61031,3.34771,1998,11,14,30.37,24.68,80.5,27.11
6.61031,3.34771,1998,11,15,29.08,24.34,74.51,26.46
6.61031,3.34771,1998,11,16,31.05,22.35,72.84,26.59
6.61031,3.34771,1998,11,17,30.89,23.15,80.47,26.86
6.61031,3.34771,1998,11,18,30.76,24.27,81.76,27.16
6.61031,3.34771,1998,11,19,29.3,25,83.04,26.72
6.61031,3.34771,1998,11,20,30.67,24.05,79.43,27.07
6.61031,3.34771,1998,11,21,30.13,24.65,82.05,26.97
6.61031,3.34771,1998,11,22,28.59,24.33,86.21,26.38
6.61031,3.34771,1998,11,23,30.43,24.53,83.56,27.09
6.61031,3.34771,1998,11,24,30.41,24.53,83.16,27.14
6.61031,3.34771,1998,11,25,31.47,24.3,81.33,27.42
6.61031,3.34771,1998,11,26,30.8,24.27,83.02,27.21
6.61031,3.34771,1998,11,27,28.94,24.82,86.23,26.64
6.61031,3.34771,1998,11,28,29.45,24.82,83.45,26.68
6.61031,3.34771,1998,11,29,30.21,23.75,82.44,26.65
6.61031,3.34771,1998,11,30,30.18,24.15,80.85,26.92
6.61031,3.34771,1998,12,1,29.19,24.07,83.17,26.28
6.61031,3.34771,1998,12,2,29.85,24.28,80.14,26.5
6.61031,3.34771,1998,12,3,30.73,24.34,78.89,27.03
6.61031,3.34771,1998,12,4,30.2,24.36,82.46,27
6.61031,3.34771,1998,12,5,29.9,25.1,83.5,27.02
6.61031,3.34771,1998,12,6,29.39,24.74,85.23,26.71
6.61031,3.34771,1998,12,7,28.75,24.82,86.43,26.44
6.61031,3.34771,1998,12,8,28.81,24.46,86.44,26.36
6.61031,3.34771,1998,12,9,29.2,24.51,84.33,26.44
6.61031,3.34771,1998,12,10,28.82,24.29,83.1,26.31
6.61031,3.34771,1998,12,11,29.76,23.52,78.1,26.45
6.61031,3.34771,1998,12,12,28.66,23.5,78.53,26.03
6.61031,3.34771,1998,12,13,29.47,22.42,71.19,25.76
6.61031,3.34771,1998,12,14,29.8,20.21,60.64,24.75
6.61031,3.34771,1998,12,15,29.98,19.68,59.82,24.75
6.61031,3.34771,1998,12,16,29.36,19.29,61.68,23.93
6.61031,3.34771,1998,12,17,29.55,17.93,57.91,24.13
6.61031,3.34771,1998,12,18,30.06,19.35,64.94,24.94
6.61031,3.34771,1998,12,19,30.23,19.44,63.2,24.97
6.61031,3.34771,1998,12,20,29.92,19,65.17,24.69
6.61031,3.34771,1998,12,21,30.38,20.5,68.35,25.39
6.61031,3.34771,1998,12,22,30.51,20.91,68.72,25.49
6.61031,3.34771,1998,12,23,30.61,21.04,69.8,25.73
6.61031,3.34771,1998,12,24,30.43,21.83,76.04,25.86
6.61031,3.34771,1998,12,25,31.03,21.81,75.39,26.13
6.61031,3.34771,1998,12,26,31.15,21.94,75.23,26.44
6.61031,3.34771,1998,12,27,31,21.74,73.84,25.97
6.61031,3.34771,1998,12,28,31.36,23.1,76.26,26.87
6.61031,3.34771,1998,12,29,30.38,23.2,80.47,26.55
6.61031,3.34771,1998,12,30,29.71,24.32,83.46,26.54
6.61031,3.34771,1998,12,31,28.7,24.1,85.36,26.19
6.61031,3.34771,1999,1,1,29.88,24.13,79.35,26.85
6.61031,3.34771,1999,1,2,31.4,23.57,78.22,27.1
6.61031,3.34771,1999,1,3,29.94,24.12,82.45,26.62
6.61031,3.34771,1999,1,4,29.5,24.28,84.86,26.51
6.61031,3.34771,1999,1,5,30.71,23.86,79.67,26.7
6.61031,3.34771,1999,1,6,29.12,23.46,76.79,26.13
6.61031,3.34771,1999,1,7,29.15,21.68,71.47,25.03
6.61031,3.34771,1999,1,8,29.79,21.3,63.76,25.41
6.61031,3.34771,1999,1,9,29.31,18.19,58.66,24.01
6.61031,3.34771,1999,1,10,30.12,20.86,68.24,25.27
6.61031,3.34771,1999,1,11,29.94,21.29,72.47,25.19
6.61031,3.34771,1999,1,12,30.59,21.38,69.51,25.65
6.61031,3.34771,1999,1,13,31.27,22.71,76.28,26.69
6.61031,3.34771,1999,1,14,31.42,23.6,79.47,27.01
6.61031,3.34771,1999,1,15,31.2,24,81.01,27.16
6.61031,3.34771,1999,1,16,30.04,24.27,85.72,26.7
6.61031,3.34771,1999,1,17,30.22,24.3,85.62,26.74
6.61031,3.34771,1999,1,18,28.45,24.19,89.65,25.98
6.61031,3.34771,1999,1,19,28.11,24.15,88.83,25.79
6.61031,3.34771,1999,1,20,27.29,23.82,90.02,25.33
6.61031,3.34771,1999,1,21,29.29,23.58,80.23,25.94
6.61031,3.34771,1999,1,22,27.27,23.63,83.29,25.24
6.61031,3.34771,1999,1,23,28.53,23.37,83.52,25.7
6.61031,3.34771,1999,1,24,30.79,23.61,79.17,26.78
6.61031,3.34771,1999,1,25,31.6,24.14,78.93,27.22
6.61031,3.34771,1999,1,26,32.01,23.61,79.37,27.3
6.61031,3.34771,1999,1,27,32.56,23.74,76.46,27.67
6.61031,3.34771,1999,1,28,31.64,23.65,78.99,27.19
6.61031,3.34771,1999,1,29,28.95,24.62,84.31,26.42
6.61031,3.34771,1999,1,30,31.17,23.66,78.85,27.02
6.61031,3.34771,1999,1,31,30.51,24.23,81.04,26.91
6.61031,3.34771,1999,2,1,30.22,24,83.21,26.84
6.61031,3.34771,1999,2,2,28.93,24.32,85.16,26.39
6.61031,3.34771,1999,2,3,29.83,22.71,73.04,26.03
6.61031,3.34771,1999,2,4,30.98,24.11,77.35,27.09
6.61031,3.34771,1999,2,5,32.03,24.3,76.38,27.67
6.61031,3.34771,1999,2,6,31.3,23.28,59.91,26.58
6.61031,3.34771,1999,2,7,30.41,19.42,53.77,25.15
6.61031,3.34771,1999,2,8,30.42,23.43,67.83,26.34
6.61031,3.34771,1999,2,9,30.41,23.99,78.58,26.64
6.61031,3.34771,1999,2,10,30.98,24.04,80.9,26.93
6.61031,3.34771,1999,2,11,30.39,24.04,82.84,26.85
6.61031,3.34771,1999,2,12,30.65,23.98,82.29,27.02
6.61031,3.34771,1999,2,13,31.02,24.12,82.82,27.25
6.61031,3.34771,1999,2,14,29.51,24.9,85.7,26.85
6.61031,3.34771,1999,2,15,28.6,25.28,90.56,26.61
6.61031,3.34771,1999,2,16,30.12,24.55,85.02,26.66
6.61031,3.34771,1999,2,17,29.57,24.26,81.7,26.65
6.61031,3.34771,1999,2,18,29.28,24.23,82.51,26.51
6.61031,3.34771,1999,2,19,29.37,24.46,76.2,26.55
6.61031,3.34771,1999,2,20,31.16,23.82,74.77,26.91
6.61031,3.34771,1999,2,21,31.19,23.75,77.77,27.15
6.61031,3.34771,1999,2,22,29.61,24.66,82.45,26.84
6.61031,3.34771,1999,2,23,30.2,24.5,82.01,27.07
6.61031,3.34771,1999,2,24,29.88,24.98,82.13,27.17
6.61031,3.34771,1999,2,25,30.3,24.67,84.47,27.14
6.61031,3.34771,1999,2,26,30.18,24.56,85.06,27.08
6.61031,3.34771,1999,2,27,30.53,24.55,84.23,27.3
6.61031,3.34771,1999,2,28,29.39,25.07,87.63,26.81
6.61031,3.34771,1999,3,1,29.73,24.47,85.14,26.66
6.61031,3.34771,1999,3,2,29.36,24.32,84.81,26.58
6.61031,3.34771,1999,3,3,31.12,24.58,84.08,27.5
6.61031,3.34771,1999,3,4,29.96,25.24,85.8,27.13
6.61031,3.34771,1999,3,5,30.03,24.63,80.34,27.02
6.61031,3.34771,1999,3,6,30.68,24.53,82.13,27.03
6.61031,3.34771,1999,3,7,30,24.25,84.39,26.74
6.61031,3.34771,1999,3,8,29.32,24.31,86.41,26.58
6.61031,3.34771,1999,3,9,30.7,24.79,85.22,27.3
6.61031,3.34771,1999,3,10,30.02,25.07,86.67,27.16
6.61031,3.34771,1999,3,11,29.8,24.65,85.23,26.95
6.61031,3.34771,1999,3,12,30.02,24.77,83.58,27.07
6.61031,3.34771,1999,3,13,29.63,24.67,84.64,26.74
6.61031,3.34771,1999,3,14,30.14,24.14,81.13,26.92
6.61031,3.34771,1999,3,15,30.09,24.53,81.85,27.12
6.61031,3.34771,1999,3,16,30.25,24.66,84.54,27.15
6.61031,3.34771,1999,3,17,30.17,25.18,83.5,27.18
6.61031,3.34771,1999,3,18,30.27,24.5,81.03,27.15
6.61031,3.34771,1999,3,19,29.46,25.07,84.9,26.89
6.61031,3.34771,1999,3,20,29.85,24.3,85.18,26.95
6.61031,3.34771,1999,3,21,30.2,25.25,85.05,27.44
6.61031,3.34771,1999,3,22,30.21,24.99,84.85,27.29
6.61031,3.34771,1999,3,23,30.6,25.03,84.31,27.43
6.61031,3.34771,1999,3,24,30.93,24.89,83.53,27.61
6.61031,3.34771,1999,3,25,31.61,25.26,82,28.04
6.61031,3.34771,1999,3,26,31.27,25.55,82.77,27.93
6.61031,3.34771,1999,3,27,30.56,25.3,84.01,27.65
6.61031,3.34771,1999,3,28,30.46,25.19,84.08,27.38
6.61031,3.34771,1999,3,29,29.33,25.11,86.33,26.98
6.61031,3.34771,1999,3,30,30.74,25.16,83.31,27.66
6.61031,3.34771,1999,3,31,30.21,25.48,84.88,27.49
6.61031,3.34771,1999,4,1,29.55,25.3,87.03,27.03
6.61031,3.34771,1999,4,2,30,24.81,84.53,27.12
6.61031,3.34771,1999,4,3,31.37,24.72,81,27.85
6.61031,3.34771,1999,4,4,30.63,25.32,83.96,27.49
6.61031,3.34771,1999,4,5,30.73,25.32,80.51,27.58
6.61031,3.34771,1999,4,6,30.75,25.06,82.31,27.41
6.61031,3.34771,1999,4,7,29.78,24.84,81.9,26.93
6.61031,3.34771,1999,4,8,29.47,24.58,82.25,26.79
6.61031,3.34771,1999,4,9,30.38,24.36,86.09,26.99
6.61031,3.34771,1999,4,10,30.56,24.56,86.37,27.11
6.61031,3.34771,1999,4,11,29.49,24.53,87.82,26.74
6.61031,3.34771,1999,4,12,29.64,24.78,87.27,26.92
6.61031,3.34771,1999,4,13,29.49,25.06,87.73,27.11
6.61031,3.34771,1999,4,14,29.38,25.49,85.18,27.15
6.61031,3.34771,1999,4,15,28.59,24.65,85.78,26.4
6.61031,3.34771,1999,4,16,31.15,24.2,80.53,27.49
6.61031,3.34771,1999,4,17,29.07,25.37,86.07,26.89
6.61031,3.34771,1999,4,18,31.18,24.83,81.87,27.55
6.61031,3.34771,1999,4,19,30.81,25.03,82.05,27.57
6.61031,3.34771,1999,4,20,30.64,25.2,83.21,27.52
6.61031,3.34771,1999,4,21,29.47,25.29,87.12,26.94
6.61031,3.34771,1999,4,22,29.93,24.95,85.29,27
6.61031,3.34771,1999,4,23,29.79,24.7,86.49,26.84
6.61031,3.34771,1999,4,24,29.3,24.74,86.25,26.62
6.61031,3.34771,1999,4,25,29.3,24.19,86.35,26.57
6.61031,3.34771,1999,4,26,28.47,24.95,89.78,26.38
6.61031,3.34771,1999,4,27,28.56,25.01,89.88,26.42
6.61031,3.34771,1999,4,28,28.56,24.16,87.98,26.06
6.61031,3.34771,1999,4,29,29.42,24.06,86.85,26.38
6.61031,3.34771,1999,4,30,28.45,24.38,88.18,26.1
6.61031,3.34771,1999,5,1,30.67,23.61,83.53,26.88
6.61031,3.34771,1999,5,2,30.85,24.37,81.96,27.2
6.61031,3.34771,1999,5,3,30.61,24.57,83.44,27.23
6.61031,3.34771,1999,5,4,29.82,24.6,83.6,26.91
6.61031,3.34771,1999,5,5,30.25,24.45,83.41,27.01
6.61031,3.34771,1999,5,6,29.7,24.62,85.04,26.98
6.61031,3.34771,1999,5,7,29.87,25.22,84.18,27.16
6.61031,3.34771,1999,5,8,29.9,24.96,82.78,27.06
6.61031,3.34771,1999,5,9,29.74,24.72,84.3,27.03
6.61031,3.34771,1999,5,10,29.37,25.02,85.56,26.8
6.61031,3.34771,1999,5,11,28.58,24.37,87.07,26.16
6.61031,3.34771,1999,5,12,29.45,24.14,84.74,26.5
